part_number,product_model,customer,system_quantity,csv_current_qty,difference_quantity,applied_initial_quantity,current_before_recalc,entries_since_period_start,exits_since_period_start,return_entries_since_period_start,return_losses_since_period_start,new_current_quantity,status
EBR37437007,VS,LG,0,19,19,19,0,0,0,0,0,19,diferencia
EBR37437008,VS,LG,0,32,32,32,0,0,0,0,0,32,diferencia
EBR37437009,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437010,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437011,VS,LG,0,6,6,6,0,0,0,0,0,6,diferencia
EBR37437012,VS,LG,0,66,66,66,0,0,0,0,0,66,diferencia
EBR37437013,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437014,VS,LG,0,28,28,28,0,0,0,0,0,28,diferencia
EBR37437015,VS,LG,0,38,38,38,0,0,0,0,0,38,diferencia
EBR37437016,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437017,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437018,VS,LG,0,57,57,57,0,0,0,0,0,57,diferencia
EBR37437019,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437020,VS,LG,0,9,9,9,0,0,0,0,0,9,diferencia
EBR37437021,VS,LG,0,17,17,17,0,0,0,0,0,17,diferencia
EBR37437022,VS,LG,0,1,1,1,0,0,0,0,0,1,diferencia
EBR37437023,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437024,VS,LG,0,1,1,1,0,0,0,0,0,1,diferencia
EBR37437025,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437026,VS,LG,0,6,6,6,0,0,0,0,0,6,diferencia
EBR37437027,VS,LG,0,1,1,1,0,0,0,0,0,1,diferencia
EBR37437028,VS,LG,0,31,31,31,0,0,0,0,0,31,diferencia
EBR37437029,VS,LG,0,110,110,110,0,0,0,0,0,110,diferencia
EBR37437031,VS,LG,3,27,24,27,3,0,0,0,0,27,diferencia
EBR37437032,VS,LG,-10,225,235,225,-170,0,160,0,0,65,diferencia
EBR37437033,VS,LG,0,96,96,96,-40,0,40,0,0,56,diferencia
EBR37437034,VS,LG,0,71,71,71,0,0,0,0,0,71,diferencia
EBR37437035,VS,LG,0,51,51,51,0,0,0,0,0,51,diferencia
EBR37437051,VS,LG,0,77,77,77,0,0,0,0,0,77,diferencia
EBR37437052,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437053,VS,LG,0,6,6,6,0,0,0,0,0,6,diferencia
EBR37437054,VS,LG,0,15,15,15,0,0,0,0,0,15,diferencia
EBR37437055,VS,LG,0,11,11,11,0,0,0,0,0,11,diferencia
EBR37437056,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437057,VS,LG,0,49,49,49,0,0,0,0,0,49,diferencia
EBR37437058,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437059,VS,LG,-10,56,66,56,-2,168,170,10,0,64,diferencia
EBR37437060,VS,LG,0,19,19,19,0,0,0,0,0,19,diferencia
EBR37437062,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437063,VS,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37437064,VS,LG,0,162,162,162,0,0,0,0,0,162,diferencia
EBR37437065,VS,LG,0,5,5,5,0,0,0,0,0,5,diferencia
EBR37437066,VS,LG,0,62,62,62,0,0,0,0,0,62,diferencia
EBR37437067,VS,LG,0,52,52,52,0,0,0,0,0,52,diferencia
EBR37437068,VS,LG,0,38,38,38,0,0,0,0,0,38,diferencia
EBR37437069,pending,LG,-50,49,99,49,-50,0,0,0,0,49,diferencia
EBR37437070,pending,LG,0,53,53,53,-50,120,170,0,0,3,diferencia
EBR37437071,VS4 X NP Mexico_Cleaning time,LG,0,95,95,95,-60,0,60,0,0,35,diferencia
EBR37437072,24 VS6M J NP SINGLE I/MAKER MEXICO,LG,-17,143,160,143,43,30,0,30,0,203,diferencia
EBR37437073,pending,LG,-20,7,27,7,20,20,0,20,0,47,diferencia
EBR37437074,24 VS4M B MEXICO,LG,0,81,81,81,0,0,0,0,0,81,diferencia
EBR37437075,pending,LG,0,41,41,41,-40,0,40,0,0,1,diferencia
EBR37437076,pending,LG,-5,165,170,165,-35,0,30,0,0,135,diferencia
EBR37437077,24 VS4M X DUAL I/MAKER MEXICO,LG,-82,134,216,134,-102,0,20,0,0,114,diferencia
EBR37437078,24 VS4M L CRAFT DUAL I/MAKER AMERICA,LG,-608,27,635,27,-511,758,664,6,3,124,diferencia
EBR37437079,24 VS4M G P DUAL I/MAKER AMERICA,LG,-198,255,453,255,237,1797,1363,2,1,690,diferencia
EBR37437080,pending,LG,0,65,65,65,0,0,0,0,0,65,diferencia
EBR37437081,VS6M B MEXICO,LG,0,313,313,313,0,0,0,0,0,313,diferencia
EBR37437082,VS6M Q MEXICO,LG,0,82,82,82,-80,149,229,0,0,2,diferencia
EBR37437083,VS4L MEXICO,LG,-2,9,11,9,-11,0,9,0,0,0,diferencia
EBR37437084,pending,LG,0,2,2,2,0,0,0,0,0,2,diferencia
EBR37437099,pending,LG,0,5,5,5,0,0,0,0,0,5,diferencia
EBR37438504,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37438506,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37438507,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37438508,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37438509,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR37438701,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR41039101,RAPTOR,LG,0,384,384,384,0,0,0,0,0,384,diferencia
EBR41039102,RAPTOR,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR41039103,RAPTOR,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR41039104,RAPTOR,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR41039115,QUANTUM-B,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR41039117,RAPTOR,LG,15,65,50,65,15,0,0,0,0,65,diferencia
EBR41039118,RAPTOR,LG,0,61,61,61,0,0,0,0,0,61,diferencia
EBR41039119,RAPTOR,LG,-583,443,1026,443,-754,49,320,100,0,272,diferencia
EBR41039120,RAPTOR,LG,-245,31,276,31,-212,13,0,20,0,64,diferencia
EBR41039121,RAPTOR,LG,0,30,30,30,0,0,0,0,0,30,diferencia
EBR41039122,pending,LG,-27,79,106,79,219,126,0,120,0,325,diferencia
EBR41039123,Raptor2 Q Mexico,LG,-40,69,109,69,-40,0,0,0,0,69,diferencia
EBR41039124,Raptor2 Q DI Mexico,LG,-352,45,397,45,-318,13,0,22,1,79,diferencia
EBR41039152,MAJESTY,LG,-88,55,143,55,52,607,560,106,13,195,diferencia
EBR41039153,MAJESTY,LG,20,60,40,60,0,0,20,0,0,40,diferencia
EBR41039154,MAJESTY,LG,0,86,86,86,0,0,0,0,0,86,diferencia
EBR41531314,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR41956103,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR41956108,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42005001,LUPIN,LG,1187,112,-1075,112,1667,480,0,0,0,592,diferencia
EBR42005002,LUPIN,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42005003,LUPIN,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42005004,LUPIN,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42005101,LUPIN,LG,38,0,-38,0,38,0,0,0,0,0,diferencia
EBR42005102,LUPIN,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42478902,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42479302,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42479311,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42479312,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42479313,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42687009,NULL,LG,0,136,136,136,0,0,0,0,0,136,diferencia
EBR42712301,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42712302,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42712303,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42712304,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR42712505,LUPIN,LG,40,16,-24,16,40,0,0,0,0,16,diferencia
EBR42712506,Basic Main,LG,80,34,-46,34,80,0,0,0,0,34,diferencia
EBR42712603,LUPIN,LG,0,15,15,15,0,0,0,0,0,15,diferencia
EBR43273201,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR43273205,pending,LG,0,0,0,0,0,0,0,0,0,0,igual
EBR43713601,LUPIN,LG,0,170,170,170,0,0,0,0,0,170,diferencia
EBR43713602,LUPIN,LG,206,225,19,225,66,0,140,0,0,85,diferencia
EBR43713603,LUPIN,LG,189,35,-154,35,189,0,0,0,0,35,diferencia
EBR43713604,LUPIN,LG,-82,134,216,134,-82,0,0,0,0,134,diferencia
EBR43713605,MM Cancun Best Gas Slide in LSGL5847X,LG,134,102,-32,102,43,80,171,0,0,11,diferencia
